npc_id,npc_name,zone,tameable,family,level,wowhead_url,tamingskillname1,tamingskilldesc1,tamingskillname2,tamingskilldesc2,notes,appearance
63696,Ravenous Kunchong,Townlong Steppes,Can be tamed,Aqiri,35 Elite,https://www.wowhead.com/npc=63696,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in The Feeding Pits, Townlong Steppes.",https://www.wow-petopia.com/images/skin_pix/mantidtank_red.jpg
61509,Sra'thik Kunchong,Townlong Steppes,Can be tamed,Aqiri,35 Elite,https://www.wowhead.com/npc=61509,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Niuzao Temple, Townlong Steppes. Present when the daily The Overwhelming Swarm is up.",https://www.wow-petopia.com/images/skin_pix/mantidtank_red.jpg
72927,Kovok,Siege of Orgrimmar (Raid),Can be tamed,Aqiri,37 Elite,https://www.wowhead.com/npc=72927,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Chamber of the Paragons, Siege of Orgrimmar (Raid).",https://www.wow-petopia.com/images/skin_pix/mantidtank_red.jpg
153278,Kunchong Destroyer,Vale of Eternal Blossoms,Can be tamed,Aqiri,50 Elite,https://www.wowhead.com/npc=153278,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Vale of Eternal Blossoms. Appears during Mantid Assaults, in the west of the zone.",https://www.wow-petopia.com/images/skin_pix/mantidtank_red.jpg
160872,Destroyer Krox'tazar,Vale of Eternal Blossoms,Can be tamed,Aqiri,50-52 Rare Elite,https://www.wowhead.com/npc=160872,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Vale of Eternal Blossoms. Only appears during Mantid Assaults and can be found wandering in several locations in the west of the zone.,https://www.wow-petopia.com/images/skin_pix/mantidtank_red.jpg
154604,Lord Aj'qirai,Uldum,Can be tamed,Aqiri,52 Rare Elite,https://www.wowhead.com/npc=154604,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Chamber of the Moon, Uldum. Appears during Aqir Unearthed Assaults.",https://www.wow-petopia.com/images/skin_pix/aqir_black.jpg
154353,Aqir Goliath,Uldum,Can be tamed,Aqiri,50 Elite,https://www.wowhead.com/npc=154353,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Uldum. Found in dunes around Orsis, Ruins of Ammon, and the Cradle of the Ancients, in all Assaults phases of the zone.",https://www.wow-petopia.com/images/skin_pix/aqir_purple.jpg
163025,Aqir Goliath,Uldum,Can be tamed,Aqiri,50 Elite,https://www.wowhead.com/npc=163025,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Obelisk of the Moon, Uldum. Appears in the Assaults phase of the zone. Respawns frequently, not far inside the eastern entrance to the Obelisk of the Moon and immediately runs towards the entrance. Tame it as soon as it spawns, before the other NPCs attack and steal threat.",https://www.wow-petopia.com/images/skin_pix/aqir_purple.jpg
158530,Aqir Hive Guardian,Uldum,Can be tamed,Aqiri,50 Elite,https://www.wowhead.com/npc=158530,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Chamber of the Moon, Uldum. Found in the Assaults phase of the zone. Classed as an Aberration.",https://www.wow-petopia.com/images/skin_pix/aqir_purple.jpg
163259,Goliath Hatchling,Uldum,Can be tamed,Aqiri,50,https://www.wowhead.com/npc=163259,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Ruins of Ammon, Uldum. Appears during Aqir Unearthed Assaults, but only on days when the quest event Titanus Egg is active (just west of the Ruins of Ammon). Spawns when you destroy Goliath Eggs.",https://www.wow-petopia.com/images/skin_pix/aqir_purple.jpg
162173,R'krox the Runt,Uldum,Can be tamed,Aqiri,50 Rare,https://www.wowhead.com/npc=162173,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Uldum. Appears during Aqir Unearthed Assaults. Patrols around the lake in the farm north-west of Uldum.,https://www.wow-petopia.com/images/skin_pix/aqir_purple.jpg
163268,Titanus Young,Uldum,Can be tamed,Aqiri,50 Elite,https://www.wowhead.com/npc=163268,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Ruins of Ammon, Uldum. Appears during Aqir Unearthed Assaults, but only on days when the quest event Titanus Egg is active (just west of the Ruins of Ammon). Spawns at the culmination of the quest.",https://www.wow-petopia.com/images/skin_pix/aqir_purple.jpg
154576,Aqir Titanus,Uldum,Can be tamed,Aqiri,51 Rare,https://www.wowhead.com/npc=154576,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Uldum. Located between Orsis and Ruins of Ammon in all Assaults phases of the zone.,https://www.wow-petopia.com/images/skin_pix/aqir_purple.jpg
155703,Anq'uri the Titanic,Uldum,Can be tamed,Aqiri,52 Rare Elite,https://www.wowhead.com/npc=155703,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Ruins of Ammon, Uldum. Appears in all Assaults phases of the zone.",https://www.wow-petopia.com/images/skin_pix/aqir.jpg
160970,Vuk'laz the Earthbreaker,Uldum,Can be tamed,Aqiri,52 Boss Rare Elite,https://www.wowhead.com/npc=160970,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Sahket Wastes, Uldum. Appears in the Assaults phase of the zone. Vuk'laz is a world boss that appears every second week.",https://www.wow-petopia.com/images/skin_pix/aqir.jpg
132578,Qroshekx,Silithus,Can be tamed,Aqiri,45 Rare Elite,https://www.wowhead.com/npc=132578,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Hive'Ashi, Silithus. Only present in the newer phase of Silithus, after you complete the Antorus raid.",https://www.wow-petopia.com/images/skin_pix/silithid02dark.jpg
132584,Xaarshej,Silithus,Can be tamed,Aqiri,45 Rare Elite,https://www.wowhead.com/npc=132584,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Hive'Zora, Silithus. Only present in the newer phase of Silithus, after you complete the Antorus raid.",https://www.wow-petopia.com/images/skin_pix/silithid02.jpg
131892,Silithid Sentinel,Silithus,Can be tamed,Aqiri,45,https://www.wowhead.com/npc=131892,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Silithus. Only present in the newer phase of Silithus, after you complete the Antorus raid.",https://www.wow-petopia.com/images/skin_pix/silithid02red.jpg
132580,Ssinkrix,Silithus,Can be tamed,Aqiri,45 Rare Elite,https://www.wowhead.com/npc=132580,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Hive'Regal, Silithus. Only present in the newer phase of Silithus, after you complete the Antorus raid.",https://www.wow-petopia.com/images/skin_pix/silithid02blue.jpg
8205,Haarka the Ravenous,Tanaris,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=8205,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Tanaris.,https://www.wow-petopia.com/images/skin_pix/silithidtankskinblue.jpg
5454,Hazzali Sandreaver,Tanaris,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=5454,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Tanaris.,https://www.wow-petopia.com/images/skin_pix/silithidtankskinblue.jpg
11723,Hive'Ashi Sandstalker,Silithus,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=11723,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/silithidtankskinblue.jpg
50748,Nyaj,Thousand Needles,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=50748,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Thousand Needles. Under water, near Splithoof Crag.",https://www.wow-petopia.com/images/skin_pix/silithidtankskinblue.jpg
48177,Silithid Ravager,Thousand Needles,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=48177,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Thousand Needles.,https://www.wow-petopia.com/images/skin_pix/silithidtankskinblue.jpg
15622,Vekniss Borer,Temple of Ahn'Qiraj (Raid),Can be tamed,Aqiri,30 Elite,https://www.wowhead.com/npc=15622,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Temple of Ahn'Qiraj (Raid).,https://www.wow-petopia.com/images/skin_pix/silithidtankskinblue.jpg
15320,Hive'Zara Soldier,Ruins of Ahn'Qiraj (Raid),Can be tamed,Aqiri,31 Elite,https://www.wowhead.com/npc=15320,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Ruins of Ahn'Qiraj (Raid).,https://www.wow-petopia.com/images/skin_pix/silithidtankskinblue.jpg
5460,Centipaar Sandreaver,Tanaris,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=5460,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Tanaris.,https://www.wow-petopia.com/images/skin_pix/silithidtankskinviolet.jpg
11730,Hive'Regal Ambusher,Silithus,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=11730,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/silithidtankskinviolet.jpg
11734,Hive'Regal Hive Lord,Silithus,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=11734,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/silithidtankskinviolet.jpg
47388,Silithid Ravager,Thousand Needles,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=47388,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Thousand Needles.,https://www.wow-petopia.com/images/skin_pix/silithidtankskinviolet.jpg
8204,Soriid the Devourer,Tanaris,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=8204,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Tanaris.,https://www.wow-petopia.com/images/skin_pix/silithidtankskinviolet.jpg
14473,Lapress,Silithus,Can be tamed,Aqiri,30 Rare Elite,https://www.wowhead.com/npc=14473,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/silithidtankskinviolet.jpg
15233,Vekniss Guardian,Temple of Ahn'Qiraj (Raid),Can be tamed,Aqiri,31 Elite,https://www.wowhead.com/npc=15233,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Temple of Ahn'Qiraj (Raid).,https://www.wow-petopia.com/images/skin_pix/silithidtankskinviolet.jpg
4132,Krkk'kx,Thousand Needles,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=4132,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Thousand Needles. Was named Silithid Ravager prior to Cataclysm.,https://www.wow-petopia.com/images/skin_pix/silithidtankskintan.jpg
48178,Silithid Ravager,Thousand Needles,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=48178,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Thousand Needles.,https://www.wow-petopia.com/images/skin_pix/silithidtankskintan.jpg
50747,Tix,Silithus,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=50747,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Ahn'Qiraj: The Fallen Kingdom, Silithus. Located in the non-instanced portion of Ahn'Qiraj, south of Silithus.",https://www.wow-petopia.com/images/skin_pix/silithidtankskintan.jpg
15230,Vekniss Warrior,Temple of Ahn'Qiraj (Raid),Can be tamed,Aqiri,31 Elite,https://www.wowhead.com/npc=15230,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Temple of Ahn'Qiraj (Raid).,https://www.wow-petopia.com/images/skin_pix/silithidtankskintan.jpg
6582,Clutchmother Zavas,Un'Goro Crater,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=6582,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Un'Goro Crater.,https://www.wow-petopia.com/images/skin_pix/silithidtankskingolden.jpg
6553,Gorishi Reaver,Un'Goro Crater,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=6553,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Un'Goro Crater.,https://www.wow-petopia.com/images/skin_pix/silithidtankskingolden.jpg
11728,Hive'Zora Reaver,Silithus,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=11728,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/silithidtankskingolden.jpg
50741,Kaxx,Thousand Needles,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=50741,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Thousand Needles. Under water.,https://www.wow-petopia.com/images/skin_pix/silithidtankskingolden.jpg
15323,Hive'Zara Sandstalker,Ruins of Ahn'Qiraj (Raid),Can be tamed,Aqiri,31 Elite,https://www.wowhead.com/npc=15323,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Ruins of Ahn'Qiraj (Raid).,https://www.wow-petopia.com/images/skin_pix/silithidtankskingolden.jpg
47387,Harakiss the Infestor,Tanaris,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=47387,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Tanaris.,https://www.wow-petopia.com/images/skin_pix/silithidtankbossskin_blue.jpg
15543,Princess Yauj,Temple of Ahn'Qiraj (Raid),Can be tamed,Aqiri,30 Boss,https://www.wowhead.com/npc=15543,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Temple of Ahn'Qiraj (Raid). Princess Yauj is part of a trio of silithid colossus bosses that form the second encounter of the raid. Try to tame her before she starts using her fear ability, which will interrupt you.",https://www.wow-petopia.com/images/skin_pix/silithidtankbossskin_blue.jpg
50746,Bornix the Burrower,Silithus,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=50746,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Hive'Regal, Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/silithidtankbossskin_red.jpg
15511,Lord Kri,Temple of Ahn'Qiraj (Raid),Can be tamed,Aqiri,30 Boss,https://www.wowhead.com/npc=15511,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Temple of Ahn'Qiraj (Raid). Lord Kri is part of a trio of silithid colossus bosses that form the second encounter of the raid. Try to tame him before Princess Yauj starts using her fear ability, which will interrupt you.",https://www.wow-petopia.com/images/skin_pix/silithidtankbossskin_red.jpg
47386,Ainamiss the Hive Queen,Tanaris,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=47386,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Tanaris.,https://www.wow-petopia.com/images/skin_pix/silithidtankbossskin.jpg
50745,Losaj,Silithus,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=50745,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Hive'Zora, Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/silithidtankbossskin.jpg
15544,Vem,Temple of Ahn'Qiraj (Raid),Can be tamed,Aqiri,30 Boss,https://www.wowhead.com/npc=15544,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Temple of Ahn'Qiraj (Raid). Vem is part of a trio of silithid colossus bosses that form the second encounter of the raid. You should be able to tame him quickly, before the others reach you.",https://www.wow-petopia.com/images/skin_pix/silithidtankbossskin.jpg
38305,Gorishi Fledgling Colossus,Un'Goro Crater,Can be tamed,Aqiri,15-30 Elite,https://www.wowhead.com/npc=38305,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Un'Goro Crater.,https://www.wow-petopia.com/images/skin_pix/silithidtankbossskin_different.jpg
15370,Buru the Gorger,Ruins of Ahn'Qiraj (Raid),Can be tamed,Aqiri,30 Boss,https://www.wowhead.com/npc=15370,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in The Hatchery, Ruins of Ahn'Qiraj (Raid).",https://www.wow-petopia.com/images/skin_pix/silithidtankbossskin_different.jpg
50743,Manax,Silithus,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=50743,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Hive'Regal, Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/silithidtankbossskindamaged_blue.jpg
50744,Qu'rik,Silithus,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=50744,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Hive'Ashi, Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/silithidtankbossskindamaged_red.jpg
50742,Qem,Silithus,Can be tamed,Aqiri,15-30 Rare,https://www.wowhead.com/npc=50742,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Hive'Ashi, Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/silithidtankbossskindamaged.jpg
47389,Hive Controller,Thousand Needles,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=47389,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Thousand Needles.,https://www.wow-petopia.com/images/skin_pix/silithidtankbossskindamaged_different.jpg
6552,Gorishi Worker,Un'Goro Crater,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=6552,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Un'Goro Crater. The Slithering Scar,https://www.wow-petopia.com/images/skin_pix/aurokkskincopper.jpg
11729,Hive'Zora Hive Sister,Silithus,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=11729,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Hive'Zora., Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/aurokkskincopper.jpg
11725,Hive'Zora Waywatcher,Silithus,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=11725,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Hive'Zora., Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/aurokkskincopper.jpg
5452,Hazzali Worker,Tanaris,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=5452,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Tanaris. The Gaping Chasm,https://www.wow-petopia.com/images/skin_pix/aurokkskinbluegreen.jpg
11722,Hive'Ashi Defender,Silithus,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=11722,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Hive'Ashi., Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/aurokkskinbluegreen.jpg
15318,Hive'Zara Drone,Ruins of Ahn'Qiraj (Raid),Can be tamed,Aqiri,30 Elite,https://www.wowhead.com/npc=15318,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Ruins of Ahn'Qiraj (Raid).,https://www.wow-petopia.com/images/skin_pix/aurokkskinbluegreen.jpg
15521,Hive'Zara Hatchling,Ruins of Ahn'Qiraj (Raid),Can be tamed,Aqiri,30 Elite,https://www.wowhead.com/npc=15521,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Ruins of Ahn'Qiraj (Raid). Spawns when Buru Eggs are attacked.,https://www.wow-petopia.com/images/skin_pix/aurokkskinbluegreen.jpg
15229,Vekniss Soldier,Temple of Ahn'Qiraj (Raid),Can be tamed,Aqiri,31 Elite,https://www.wowhead.com/npc=15229,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Temple of Ahn'Qiraj (Raid).,https://www.wow-petopia.com/images/skin_pix/aurokkskinbluegreen.jpg
5458,Centipaar Worker,Tanaris,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=5458,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Tanaris. The Noxious Lair,https://www.wow-petopia.com/images/skin_pix/aurokkskin.jpg
11733,Hive'Regal Slavemaker,Silithus,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=11733,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Hive'Regal., Silithus. Original Silithus creatures vanish after you complete the Antorus raid. To time-travel to the earlier phase, speak to Zidormi near Valor's Rest.",https://www.wow-petopia.com/images/skin_pix/aurokkskin.jpg
5247,Zukk'ash Tunneler,Feralas,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=5247,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Feralas. The Writhing Deep,https://www.wow-petopia.com/images/skin_pix/aurokkskin.jpg
15319,Hive'Zara Collector,Ruins of Ahn'Qiraj (Raid),Can be tamed,Aqiri,30 Elite,https://www.wowhead.com/npc=15319,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Ruins of Ahn'Qiraj (Raid).,https://www.wow-petopia.com/images/skin_pix/aurokkskin.jpg
131893,Silithid Drone,Silithus,Can be tamed,Aqiri,45,https://www.wowhead.com/npc=131893,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,"Located in Silithus. Only present in the newer phase of Silithus, after you complete the Antorus raid.",https://www.wow-petopia.com/images/skin_pix/aurokkskin.jpg
3252,Silithid Swarmer,Southern Barrens,Can be tamed,Aqiri,10-30,https://www.wowhead.com/npc=3252,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Southern Barrens. Used to be a Green Scorpid.,https://www.wow-petopia.com/images/skin_pix/aurokkskintan.jpg
5246,Zukk'ash Worker,Feralas,Can be tamed,Aqiri,15-30,https://www.wowhead.com/npc=5246,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Feralas. The Writhing Deep,https://www.wow-petopia.com/images/skin_pix/aurokkskintan.jpg
15300,Vekniss Drone,Temple of Ahn'Qiraj (Raid),Can be tamed,Aqiri,30,https://www.wowhead.com/npc=15300,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Temple of Ahn'Qiraj (Raid).,https://www.wow-petopia.com/images/skin_pix/aurokkskintan.jpg
15962,Vekniss Hatchling,Temple of Ahn'Qiraj (Raid),Can be tamed,Aqiri,30,https://www.wowhead.com/npc=15962,Exotic Family,Can only be used by Beast Mastery hunters that have reached level 10.,,,Located in Temple of Ahn'Qiraj (Raid).,https://www.wow-petopia.com/images/skin_pix/aurokkskintan.jpg
