npc_id,npc_name,classification,classification_id,family_id,family_name,zone_id,react
2958,Prairie Wolf,Normal,0,1,Wolf,1,"[-1,-1]"
2959,Prairie Stalker,Normal,0,1,Wolf,215,"[-1,-1]"
2959,Prairie Stalker,Normal,0,1,Wolf,1638,"[-1,-1]"
2960,Prairie Wolf Alpha,Normal,0,1,Wolf,215,"[-1,-1]"
2960,Prairie Wolf Alpha,Normal,0,1,Wolf,1,"[-1,-1]"
2960,Prairie Wolf Alpha,Normal,0,1,Wolf,1638,"[-1,-1]"
3056,Ghost Howl,Normal,0,1,Wolf,215,"[-1,-1]"
3823,Ghostpaw Runner,Normal,0,1,Wolf,331,"[-1,-1]"
3824,Ghostpaw Howler,Normal,0,1,Wolf,331,"[-1,-1]"
3825,Ghostpaw Alpha,Normal,0,1,Wolf,331,"[-1,-1]"
4950,Spot,Normal,0,1,Wolf,15,"[1,-1]"
5286,Longtooth Runner,Normal,0,1,Wolf,357,"[-1,-1]"
5356,Snarler,Rare,4,1,Wolf,357,"[-1,-1]"
7055,Blackrock Worg,Normal,0,1,Wolf,46,"[-1,-1]"
8211,Old Cliff Jumper,Rare,4,1,Wolf,47,"[0,0]"
8959,Felpaw Wolf,Normal,0,1,Wolf,361,"[-1,-1]"
8960,Felpaw Scavenger,Normal,0,1,Wolf,361,"[-1,-1]"
9416,Scarshield Worg,Normal,0,1,Wolf,1583,"[-1,-1]"
9690,Ember Worg,Normal,0,1,Wolf,46,"[-1,-1]"
9696,Bloodaxe Worg,Normal,0,1,Wolf,1583,"[-1,-1]"
9697,Giant Ember Worg,Normal,0,1,Wolf,46,"[-1,-1]"
10077,Deathmaw,Rare,4,1,Wolf,46,"[-1,-1]"
10220,Halycon,Elite,1,1,Wolf,1583,"[-1,-1]"
10221,Bloodaxe Worg Pup,Normal,0,1,Wolf,1583,"[-1,-1]"
10268,Gizrul the Slavener,Elite,1,1,Wolf,1583,"[-1,-1]"
10644,Mist Howler,Rare,4,1,Wolf,331,"[-1,-1]"
10981,Frost Wolf,Normal,0,1,Wolf,10458,"[0,0]"
10981,Frost Wolf,Normal,0,1,Wolf,2597,"[0,0]"
12431,Gorefang,Rare,4,1,Wolf,130,"[-1,-1]"
14339,Death Howl,Rare,4,1,Wolf,361,"[-1,-1]"
17280,Shattered Hand Warhound,Normal,0,1,Wolf,3562,"[-1,-1]"
18033,Dark Worg,Normal,0,1,Wolf,3518,"[-1,-1]"
18476,Timber Worg,Normal,0,1,Wolf,3519,"[-1,-1]"
18477,Timber Worg Alpha,Normal,0,1,Wolf,3519,"[-1,-1]"
18670,Ironjaw,Normal,0,1,Wolf,3519,"[-1,-1]"
18706,Bonechewer Riding Wolf,Normal,0,1,Wolf,3483,"[-1,-1]"
19423,Bleeding Hollow Worg,Normal,0,1,Wolf,3483,"[-1,-1]"
19458,Ripp,Normal,0,1,Wolf,3483,"[-1,-1]"
19459,Feng,Normal,0,1,Wolf,3483,"[-1,-1]"
20058,Bloodmaul Dire Wolf,Normal,0,1,Wolf,3522,"[-1,-1]"
20330,Bloodmaul Battle Worg,Normal,0,1,Wolf,3522,"[-1,-1]"
20748,Thunderlord Dire Wolf,Normal,0,1,Wolf,3522,"[0,0]"
21956,Rema,Normal,0,1,Wolf,3522,"[-1,1]"
23232,Mutant War Hound,Elite,1,1,Wolf,3959,"[-1,-1]"
24026,Fanggore Worg,Normal,0,1,Wolf,495,"[-1,-1]"
24026,Fanggore Worg,Normal,0,1,Wolf,394,"[-1,-1]"
24076,Winterskorn Worg,Normal,0,1,Wolf,495,"[-1,-1]"
24128,Wild Worg,Normal,0,1,Wolf,495,"[-1,-1]"
24475,Bloodthirsty Worg,Normal,0,1,Wolf,495,"[-1,-1]"
24516,Bjomolf,Normal,0,1,Wolf,495,"[-1,-1]"
24517,Varg,Normal,0,1,Wolf,495,"[-1,-1]"
24677,Spearfang Worg,Normal,0,1,Wolf,495,"[-1,-1]"
25675,Tundra Wolf,Normal,0,1,Wolf,3537,"[-1,-1]"
25791,Oil-stained Wolf,Normal,0,1,Wolf,3537,"[-1,-1]"
26592,Graymist Hunter,Normal,0,1,Wolf,394,"[-1,-1]"
26672,Bloodthirsty Tundra Wolf,Elite,1,1,Wolf,1196,"[-1,-1]"
27408,Duskhowl Prowler,Normal,0,1,Wolf,394,"[-1,-1]"
27523,Grizzlesnout,Normal,0,1,Wolf,394,"[-1,-1]"
27578,Goremaw,Elite,1,1,Wolf,394,"[-1,-1]"
29358,Frostworg,Normal,0,1,Wolf,67,"[-1,-1]"
29735,Savage Worg,Normal,0,1,Wolf,206,"[-1,-1]"
30164,Cavedweller Worg,Normal,0,1,Wolf,67,"[-1,-1]"
30430,Sentry Worg,Normal,0,1,Wolf,210,"[-1,-1]"
30455,Frostworg,Normal,0,1,Wolf,67,"[1,1]"
30456,Oloh,Elite,1,1,Wolf,67,"[1,1]"
31233,Sinewy Wolf,Normal,0,1,Wolf,2817,"[-1,-1]"
41478,Snow Tracker Wolf,Normal,0,1,Wolf,1,"[-1,-1]"
42002,Wolf,Normal,0,1,Wolf,5145,"[-1,1]"
42104,Wolf,Normal,0,1,Wolf,5145,"[-1,1]"
42290,Winter Wolf,Normal,0,1,Wolf,6457,"[0,0]"
42290,Winter Wolf,Normal,0,1,Wolf,1,"[0,0]"
43340,Blackrock Battle Worg,Elite,1,1,Wolf,44,"[-1,-1]"
43704,Dire Wolf,Normal,0,1,Wolf,10,"[-1,-1]"
43704,Dire Wolf,Normal,0,1,Wolf,44,"[-1,-1]"
45450,The Lone Hunter,Normal,0,1,Wolf,139,"[-1,-1]"
45517,Ravaged Dire Wolf,Normal,0,1,Wolf,10,"[-1,-1]"
46153,Highland Worg,Normal,0,1,Wolf,4922,"[-1,-1]"
46570,Putrid Worg,Normal,0,1,Wolf,5389,"[-1,-1]"
47190,Shaggy Desert Coyote,Normal,0,1,Wolf,5034,"[-1,-1]"
47769,Barkmutt,Normal,0,1,Wolf,4922,"[-1,-1]"
48479,Glopgut Warhound,Normal,0,1,Wolf,4922,"[-1,null]"
49871,Blackrock Worg,Normal,0,1,Wolf,6170,"[0,0]"
49871,Blackrock Worg,Normal,0,1,Wolf,12,"[0,0]"
50908,Nighthowl,Rare,4,1,Wolf,85,"[-1,-1]"
50915,Snort,Rare,4,1,Wolf,139,"[-1,-1]"
50916,Lamepaw the Whimperer,Rare,4,1,Wolf,12,"[-1,-1]"
50918,Yelper,Normal,0,1,Wolf,6170,"[1,null]"
50922,Warg,Rare,4,1,Wolf,28,"[-1,-1]"
50925,Grovepaw,Rare,4,1,Wolf,361,"[-1,-1]"
56106,Thieving Wolf,Normal,0,1,Wolf,5805,"[-1,-1]"
56357,Lupello,Normal,0,1,Wolf,5805,"[-1,-1]"
56524,Longfang Howler,Normal,0,1,Wolf,5805,"[-1,-1]"
58456,Thundermaw,Normal,0,1,Wolf,5840,"[-1,-1]"
58889,Longfang Patriarch,Normal,0,1,Wolf,5805,"[-1,-1]"
58890,Longfang Den-Mother,Normal,0,1,Wolf,5805,"[-1,-1]"
58891,Longfang Cub,Normal,0,1,Wolf,5805,"[-1,-1]"
60131,Spirit Worg,Normal,0,1,Wolf,5841,"[-1,-1]"
60783,Longfang Pack Wolf,Normal,0,1,Wolf,5805,"[-1,-1]"
71921,Darkfang,Elite,1,1,Wolf,6738,"[-1,-1]"
71923,Bloodclaw,Elite,1,1,Wolf,6738,"[-1,-1]"
72452,Kor'kron Dire Wolf,Elite,1,1,Wolf,6738,"[-1,-1]"
72991,Orphaned Frost Wolf,Normal,0,1,Wolf,6720,"[-1,1]"
73619,Frost Wolf,Normal,0,1,Wolf,6720,"[-1,1]"
74169,Gloomshade Howler,Normal,0,1,Wolf,6719,"[-1,-1]"
74206,Killmaw,Rare,4,1,Wolf,6719,"[-1,-1]"
74208,Killmaw Pup,Normal,0,1,Wolf,6719,"[-1,-1]"
74712,Gloomshade Howler,Normal,0,1,Wolf,6719,"[-1,-1]"
74748,Frost Wolf,Normal,0,1,Wolf,6720,"[0,0]"
76150,Frost Wolf,Normal,0,1,Wolf,6720,"[-1,1]"
76181,Ragemaw Worg,Elite,1,1,Wolf,7307,"[0,0]"
76337,Frost Wolf,Normal,0,1,Wolf,6720,"[-1,1]"
76593,Frost Wolf,Normal,0,1,Wolf,6720,"[-1,-1]"
76593,Frost Wolf,Normal,0,1,Wolf,7004,"[-1,-1]"
76597,Frost Wolf Alpha,Normal,0,1,Wolf,6720,"[-1,-1]"
76705,Frostfang Howler,Normal,0,1,Wolf,6720,"[-1,-1]"
76707,Frostfang Alpha,Normal,0,1,Wolf,6720,"[-1,-1]"
77845,Ironmarch War Wolf,Normal,0,1,Wolf,4,"[-1,-1]"
77886,Frost Wolf,Normal,0,1,Wolf,6720,"[-1,1]"
79755,Savage Warwolf,Normal,0,1,Wolf,6755,"[-1,-1]"
80160,Riding Wolf,Normal,0,1,Wolf,6755,"[-1,-1]"
80261,Dire Snarler,Normal,0,1,Wolf,6755,"[0,null]"
80263,Shagor,Normal,0,1,Wolf,6755,"[-1,-1]"
81000,Garn Nighthowl,Elite,1,1,Wolf,6720,"[-1,-1]"
81001,Nok-Karosh,Elite,1,1,Wolf,6720,"[-1,-1]"
81718,Warsong Wolf,Normal,0,1,Wolf,6755,"[-1,-1]"
81774,Injured Stalker,Normal,0,1,Wolf,6719,"[-1,-1]"
81902,Nagrand Prowler,Normal,0,1,Wolf,6755,"[-1,-1]"
82205,Lupe,Normal,0,1,Wolf,6755,"[-1,-1]"
82209,Loup,Normal,0,1,Wolf,6755,"[-1,-1]"
82307,Shadowmoon Packleader,Elite,1,1,Wolf,6719,"[-1,-1]"
82308,Shadowmoon Stalker,Normal,0,1,Wolf,6719,"[-1,-1]"
82308,Shadowmoon Stalker,Normal,0,1,Wolf,6722,"[-1,-1]"
82535,Void-Touched Stalker,Normal,0,1,Wolf,6719,"[-1,-1]"
82912,Grizzlemaw,Rare,4,1,Wolf,6755,"[-1,-1]"
84044,Savage Warwolf,Normal,0,1,Wolf,6755,"[-1,-1]"
84045,Dire Snarler,Normal,0,1,Wolf,6755,"[0,0]"
84793,Frost Wolf,Normal,0,1,Wolf,6720,"[1,1]"
86414,Nagrand Savager,Normal,0,1,Wolf,6755,"[-1,-1]"
86851,Young Snarler,Normal,0,1,Wolf,6755,"[0,0]"
86931,Direfang Prowler,Normal,0,1,Wolf,6755,"[-1,-1]"
86932,Direfang Alpha,Elite,1,1,Wolf,6755,"[-1,-1]"
87107,Maimclaw,Normal,0,1,Wolf,6755,"[0,0]"
87241,Dreadfang,Rare,4,1,Wolf,6951,[]
90427,Hungry Wolf,Normal,0,1,Wolf,6723,"[-1,-1]"
91250,Iron Warwolf,Normal,0,1,Wolf,6723,"[-1,-1]"
91423,Hillstalker Worg,Normal,0,1,Wolf,7541,"[-1,-1]"
92521,Tanaan Wolf,Normal,0,1,Wolf,6723,"[0,0]"
92599,Bloodstalker Alpha,Rare,4,1,Wolf,7541,"[-1,-1]"
92600,Bloodstalker,Normal,0,1,Wolf,7541,"[-1,-1]"
92906,Frostwolf,Normal,0,1,Wolf,6723,"[1,1]"
93349,Felbound Wolf,Normal,0,1,Wolf,9526,[]
94098,Icefang Howler,Normal,0,1,Wolf,7503,"[-1,-1]"
95305,Ironfang Stalker,Normal,0,1,Wolf,6723,"[-1,-1]"
96608,Ebonclaw Worg,Elite,1,1,Wolf,7672,"[-1,-1]"
97091,Duskpelt Snarler,Normal,0,1,Wolf,7541,"[-1,-1]"
97957,Icefang Packleader,Normal,0,1,Wolf,7503,"[-1,-1]"
98273,Icefang Howler,Normal,0,1,Wolf,7503,"[-1,-1]"
100409,Dusky Howler,Normal,0,1,Wolf,7558,"[-1,-1]"
100890,Jandvik Ripfang,Normal,0,1,Wolf,7637,"[-1,-1]"
103563,Riding Wolf,Normal,0,1,Wolf,9042,"[-1,1]"
104224,Suramar Snarler,Normal,0,1,Wolf,7637,"[-1,-1]"
104226,Gloomfang,Normal,0,1,Wolf,7637,"[-1,-1]"
107669,Starving Wolf,Normal,0,1,Wolf,7541,"[null,-1]"
107753,Duskpelt Alpha,Normal,0,1,Wolf,7541,"[-1,-1]"
111206,Saberfang Worg,Normal,0,1,Wolf,7541,"[-1,-1]"
112497,Maia the White,Rare,4,1,Wolf,7637,"[-1,-1]"
112661,Dreamway Prowler,Normal,0,1,Wolf,7979,"[0,0]"
112662,Dreamway Prowler Pup,Normal,0,1,Wolf,7979,"[0,0]"
119990,Fenryr,Elite,1,1,Wolf,7672,"[0,0]"
121620,Darkmaw Prowler,Normal,0,1,Wolf,8721,"[-1,-1]"
123352,Snowpelt Howler,Normal,0,1,Wolf,8567,"[-1,-1]"
124814,Hexed Howler,Normal,0,1,Wolf,8721,"[-1,-1]"
124885,Bewitched Darkmaw,Normal,0,1,Wolf,8721,"[-1,-1]"
125464,Darkmaw Prowler,Normal,0,1,Wolf,8721,"[-1,-1]"
127874,Chillmist Prowler,Normal,0,1,Wolf,8721,"[-1,-1]"
127876,Chillmist Alpha,Normal,0,1,Wolf,8721,"[-1,-1]"
128774,Rustfur Wolf,Normal,0,1,Wolf,8567,"[-1,-1]"
129124,Son of Xolotal,Normal,0,1,Wolf,8499,"[-1,-1]"
129760,Darkmaw Den Mother,Normal,0,1,Wolf,8721,"[-1,-1]"
131262,Pack Leader Asenya,Rare,4,1,Wolf,8567,"[-1,-1]"
131365,Coppertooth Prowler,Normal,0,1,Wolf,8567,"[-1,-1]"
132194,Hexenwolf Alpha,Normal,0,1,Wolf,8721,"[-1,-1]"
132195,Hexenwolf Tracker,Normal,0,1,Wolf,8721,"[-1,-1]"
132644,Wolf Pup,Normal,0,1,Wolf,9734,"[0,0]"
132644,Wolf Pup,Normal,0,1,Wolf,9439,"[0,0]"
135197,Scavenging Darkmaw,Normal,0,1,Wolf,8721,"[-1,-1]"
136204,Coldtooth Alpha,Normal,0,1,Wolf,9042,"[-1,-1]"
136416,Feral Razorclaw,Normal,0,1,Wolf,9042,"[-1,-1]"
136417,Razorclaw Alpha,Elite,1,1,Wolf,9042,"[-1,-1]"
136418,Young Razorclaw,Normal,0,1,Wolf,9042,"[-1,-1]"
136690,Snowdrift Prowler,Normal,0,1,Wolf,8721,"[-1,-1]"
136697,The Rime Huntress,Elite,1,1,Wolf,8721,"[-1,-1]"
137461,Starving Darkmaw,Normal,0,1,Wolf,8721,"[-1,-1]"
138086,Darkmaw Den Mother,Normal,0,1,Wolf,8721,"[-1,-1]"
138181,Darkmaw Prowler,Normal,0,1,Wolf,8721,"[-1,-1]"
139385,Deepfang,Rare,4,1,Wolf,9042,"[-1,-1]"
140070,Bloodscent the Tracker,Rare Elite,2,1,Wolf,9497,"[-1,-1]"
140070,Bloodscent the Tracker,Rare Elite,2,1,Wolf,9576,"[-1,-1]"
140070,Bloodscent the Tracker,Rare Elite,2,1,Wolf,9440,"[-1,-1]"
140071,Old One-Fang,Rare Elite,2,1,Wolf,9497,"[-1,-1]"
140071,Old One-Fang,Rare Elite,2,1,Wolf,9576,"[-1,-1]"
140071,Old One-Fang,Rare Elite,2,1,Wolf,9440,"[-1,-1]"
140072,Direprowl the Ravager,Rare Elite,2,1,Wolf,9497,"[-1,-1]"
140072,Direprowl the Ravager,Rare Elite,2,1,Wolf,9576,"[-1,-1]"
140072,Direprowl the Ravager,Rare Elite,2,1,Wolf,9440,"[-1,-1]"
140296,Dampfur the Musky,Rare Elite,2,1,Wolf,9497,"[-1,-1]"
140296,Dampfur the Musky,Rare Elite,2,1,Wolf,9576,"[-1,-1]"
140296,Dampfur the Musky,Rare Elite,2,1,Wolf,9496,"[-1,-1]"
140298,Gol'kun the Vicious,Rare Elite,2,1,Wolf,9497,"[-1,-1]"
140298,Gol'kun the Vicious,Rare Elite,2,1,Wolf,9576,"[-1,-1]"
140298,Gol'kun the Vicious,Rare Elite,2,1,Wolf,9440,"[-1,-1]"
140300,Ripshread,Rare,4,1,Wolf,9497,"[-1,-1]"
140300,Ripshread,Rare,4,1,Wolf,9576,"[-1,-1]"
140300,Ripshread,Rare,4,1,Wolf,9548,"[-1,-1]"
140301,Scarpaw,Rare,4,1,Wolf,9497,"[-1,-1]"
140301,Scarpaw,Rare,4,1,Wolf,9576,"[-1,-1]"
140301,Scarpaw,Rare,4,1,Wolf,9496,"[-1,-1]"
141051,Rustfur Matriarch,Normal,0,1,Wolf,8567,"[-1,-1]"
144052,Wolf Pup,Normal,0,1,Wolf,45,"[0,0]"
152998,Hunting Worg,Normal,0,1,Wolf,10424,"[-1,-1]"
156778,Thundermaw,Normal,0,1,Wolf,9105,"[-1,-1]"
157279,Stormhowl,Rare Elite,2,1,Wolf,9105,"[-1,-1]"
157589,Highland Worg,Normal,0,1,Wolf,4922,"[null,-1]"
162374,Shaggy Desert Coyote,Normal,0,1,Wolf,10833,"[-1,-1]"
165189,Generic Hunter Pet,Normal,0,1,Wolf,13645,"[-1,-1]"
165189,Generic Hunter Pet,Normal,0,1,Wolf,11462,"[-1,-1]"
165189,Generic Hunter Pet,Normal,0,1,Wolf,13644,"[-1,-1]"
167345,Wolf,Normal,0,1,Wolf,10424,"[0,null]"
167346,Wolf,Normal,0,1,Wolf,10424,"[null,0]"
169489,Sentry Worg,Normal,0,1,Wolf,210,"[null,-1]"
178096,Lupine Animate,Normal,0,1,Wolf,13536,"[-1,-1]"
179939,Maw-Frenzied Lupine,Normal,0,1,Wolf,13536,"[-1,-1]"
180051,Lupine Animate,Normal,0,1,Wolf,13536,"[-1,-1]"
181360,Vexis,Rare Elite,2,1,Wolf,13536,"[-1,-1]"
181484,Mawtouched Animate,Normal,0,1,Wolf,13536,"[-1,-1]"
184403,Lupine Beta,Normal,0,1,Wolf,13536,"[-1,-1]"
198905,Vicious Elder Ember Worg,Normal,0,1,Wolf,46,"[-1,null]"
201437,Vicious Ember Worg,Normal,0,1,Wolf,46,"[-1,null]"
214970,Ironwold Stormpaw,Normal,0,1,Wolf,14717,"[-1,-1]"
217561,Brushmane Wolf,Normal,0,1,Wolf,14717,"[-1,-1]"
218203,Brushmane Wolf,Normal,0,1,Wolf,14717,"[-1,-1]"
218401,Scavenging Stormfang,Normal,0,1,Wolf,14717,"[-1,-1]"
221678,Wild Stormhowl,Normal,0,1,Wolf,14717,"[-1,-1]"
222332,Wild Stormhowl,Normal,0,1,Wolf,14717,"[-1,-1]"
226296,Adolescent Darkwolf,Normal,0,1,Wolf,14717,"[-1,-1]"
681,Young Stranglethorn Tiger,Normal,0,2,Cat,33,"[-1,-1]"
682,Stranglethorn Tiger,Normal,0,2,Cat,33,"[-1,-1]"
683,Young Panther,Normal,0,2,Cat,33,"[-1,-1]"
684,Shadowmaw Panther,Normal,0,2,Cat,33,"[-1,-1]"
698,Bloodscalp Tiger,Normal,0,2,Cat,33,"[-1,-1]"
728,Bhag'thera,Normal,0,2,Cat,33,"[-1,-1]"
729,Sin'Dall,Normal,0,2,Cat,33,"[-1,-1]"
731,King Bangalash,Normal,0,2,Cat,33,"[-1,-1]"
736,Panther,Normal,0,2,Cat,33,"[-1,-1]"
772,Stranglethorn Tigress,Normal,0,2,Cat,5287,"[-1,-1]"
976,Kurzen War Tiger,Normal,0,2,Cat,33,"[-1,-1]"
977,Kurzen War Panther,Normal,0,2,Cat,33,"[-1,-1]"
1085,Elder Stranglethorn Tiger,Normal,0,2,Cat,33,"[-1,-1]"
1201,Snow Leopard,Normal,0,2,Cat,1,"[-1,-1]"
1713,Elder Shadowmaw Panther,Normal,0,2,Cat,5287,"[-1,-1]"
2031,Young Nightsaber,Normal,0,2,Cat,6450,"[0,0]"
2031,Young Nightsaber,Normal,0,2,Cat,141,"[0,0]"
2032,Mangy Nightsaber,Normal,0,2,Cat,6450,"[0,0]"
2032,Mangy Nightsaber,Normal,0,2,Cat,141,"[0,0]"
2033,Elder Nightsaber,Normal,0,2,Cat,141,"[-1,-1]"
2034,Feral Nightsaber,Normal,0,2,Cat,141,"[-1,-1]"
2042,Nightsaber,Normal,0,2,Cat,141,"[-1,-1]"
2043,Nightsaber Stalker,Normal,0,2,Cat,141,"[-1,-1]"
2070,Moonstalker Runt,Normal,0,2,Cat,148,"[-1,-1]"
2070,Moonstalker Runt,Normal,0,2,Cat,0,"[-1,-1]"
2071,Moonstalker Matriarch,Normal,0,2,Cat,148,"[-1,-1]"
2175,Shadowclaw,Rare,4,2,Cat,148,"[-1,-1]"
2237,Moonstalker Sire,Normal,0,2,Cat,148,"[-1,-1]"
2385,Foothill Stalker,Normal,0,2,Cat,267,"[-1,-1]"
2385,Foothill Stalker,Normal,0,2,Cat,2367,"[-1,-1]"
2522,Jaguero Stalker,Normal,0,2,Cat,5287,"[-1,-1]"
2731,Ridge Stalker,Normal,0,2,Cat,3,"[-1,-1]"
2732,Ridge Huntress,Normal,0,2,Cat,3,"[-1,-1]"
2734,Ridge Stalker Patriarch,Normal,0,2,Cat,3,"[-1,-1]"
2734,Ridge Stalker Patriarch,Normal,0,2,Cat,51,"[-1,-1]"
2850,Broken Tooth,Rare,4,2,Cat,3,"[-1,-1]"
3035,Flatland Cougar,Normal,0,2,Cat,215,"[-1,-1]"
3035,Flatland Cougar,Normal,0,2,Cat,1638,"[-1,-1]"
3241,Savannah Patriarch,Normal,0,2,Cat,17,"[-1,-1]"
3243,Savannah Highmane,Normal,0,2,Cat,17,"[-1,-1]"
3415,Savannah Huntress,Normal,0,2,Cat,17,"[-1,-1]"
3416,Savannah Matriarch,Normal,0,2,Cat,17,"[-1,-1]"
3425,Savannah Prowler,Normal,0,2,Cat,17,"[-1,-1]"
3425,Savannah Prowler,Normal,0,2,Cat,4709,"[-1,-1]"
3475,Echeyakee,Normal,0,2,Cat,17,"[-1,-1]"
3566,Flatland Prowler,Normal,0,2,Cat,215,"[-1,-1]"
3566,Flatland Prowler,Normal,0,2,Cat,1,"[-1,-1]"
3566,Flatland Prowler,Normal,0,2,Cat,1638,"[-1,-1]"
3619,Ghost Saber,Normal,0,2,Cat,148,"[-1,-1]"
4067,Twilight Runner,Normal,0,2,Cat,406,"[0,0]"
5807,The Rake,Rare,4,2,Cat,215,"[-1,-1]"
5828,Humar the Pridelord,Rare,4,2,Cat,17,"[-1,-1]"
5865,Dishu,Rare,4,2,Cat,17,"[-1,-1]"
7430,Young Frostsaber,Normal,0,2,Cat,618,"[-1,-1]"
7431,Frostsaber,Normal,0,2,Cat,618,"[-1,-1]"
7432,Frostsaber Stalker,Normal,0,2,Cat,618,"[-1,-1]"
7433,Frostsaber Huntress,Normal,0,2,Cat,618,"[-1,-1]"
7434,Frostsaber Pride Watcher,Normal,0,2,Cat,618,"[-1,-1]"
10200,Rak'shiri,Rare,4,2,Cat,618,"[-1,-1]"
10737,Shy-Rotam,Normal,0,2,Cat,618,"[-1,-1]"
10741,Sian-Rotam,Rare,4,2,Cat,618,"[-1,-1]"
14222,Araga,Rare,4,2,Cat,267,"[-1,-1]"
14430,Duskstalker,Rare,4,2,Cat,141,"[-1,-1]"
15366,Springpaw Cub,Normal,0,2,Cat,6455,"[0,0]"
15366,Springpaw Cub,Normal,0,2,Cat,3430,"[0,0]"
15372,Springpaw Lynx,Normal,0,2,Cat,6455,"[0,0]"
15372,Springpaw Lynx,Normal,0,2,Cat,3430,"[0,0]"
15651,Springpaw Stalker,Normal,0,2,Cat,3430,"[-1,-1]"
15652,Elder Springpaw,Normal,0,2,Cat,3430,"[-1,-1]"
16347,Starving Ghostclaw,Normal,0,2,Cat,3433,"[-1,-1]"
16348,Ghostclaw Lynx,Normal,0,2,Cat,3433,"[-1,-1]"
16349,Ghostclaw Ravager,Normal,0,2,Cat,3433,"[-1,-1]"
17202,Infected Nightstalker Runt,Normal,0,2,Cat,3524,"[-1,-1]"
17203,Nightstalker,Normal,0,2,Cat,3524,"[-1,-1]"
18982,Sable Jaguar,Normal,0,2,Cat,2366,"[-1,-1]"
20671,Ripfang Lynx,Normal,0,2,Cat,3523,"[-1,-1]"
21022,Grovestalker Lynx,Normal,0,2,Cat,3522,"[-1,-1]"
21723,Blackwind Sabercat,Normal,0,2,Cat,3519,"[-1,-1]"
21723,Blackwind Sabercat,Normal,0,2,Cat,3520,"[-1,-1]"
24043,Amani Lynx,Elite,1,2,Cat,3805,"[-1,-1]"
24064,Amani Lynx Cub,Normal,0,2,Cat,3805,"[-1,-1]"
24530,Amani Elder Lynx,Elite,1,2,Cat,3805,"[-1,-1]"
28001,Dreadsaber,Normal,0,2,Cat,3711,"[-1,-1]"
28097,Pitch,Normal,0,2,Cat,3711,"[-1,-1]"
28297,Shango,Normal,0,2,Cat,3711,"[-1,-1]"
28404,Cursed Offspring of Har'koa,Normal,0,2,Cat,66,"[-1,-1]"
29327,Frost Leopard,Normal,0,2,Cat,66,"[-1,-1]"
31636,Jungle Panther,Normal,0,2,Cat,33,"[-1,-1]"
33127,Moonstalker,Normal,0,2,Cat,148,"[-1,-1]"
34034,Swarming Guardian,Normal,0,2,Cat,4273,"[-1,-1]"
35904,Jungle Cat,Normal,0,2,Cat,4720,"[null,0]"
37206,Plains Prowler,Normal,0,2,Cat,4709,"[-1,-1]"
37207,Plains Pridemane,Normal,0,2,Cat,4709,"[-1,-1]"
38046,Wildmane Cat,Normal,0,2,Cat,6453,"[-1,-1]"
38046,Wildmane Cat,Normal,0,2,Cat,14,"[-1,-1]"
40064,Jungle Panther,Normal,0,2,Cat,4720,"[null,0]"
42170,Snow Leopard,Normal,0,2,Cat,1,"[-1,-1]"
